Posicao,Time,Rodada_atual,Vitorias,Empates,Derrotas,Saldo_gols,Pontuacao,Temporada,Ranking_cbf,Valor_time,Gols_marcados,Gols_sofridos,Taxa_gols,Aproveitamento
11,Ceará - CE,7,3,0,4,2,9,2019,6274,19.68,10,8,1.25,0.42857142857142855
12,Goiás,7,3,0,4,-2,9,2019,6168,21.8,6,8,0.75,0.42857142857142855
13,Fortaleza,7,2,1,4,-5,7,2019,4222,22.65,6,11,0.545,0.3333333333333333
14,Cruzeiro,7,2,1,4,-6,7,2019,15822,55.58,8,14,0.571,0.3333333333333333
15,Chapecoense,7,2,1,4,-2,7,2019,10706,28.75,8,10,0.8,0.3333333333333333
16,Fluminense RJ,7,2,0,5,-3,6,2019,10034,35.45,12,15,0.8,0.2857142857142857
17,CSA - AL,7,1,3,3,-9,6,2019,2850,25.58,2,11,0.182,0.2857142857142857
18,Grêmio Porto Alegre,7,1,2,4,-3,5,2019,14936,71.35,8,11,0.727,0.23809523809523808
19,Avaí - SC,7,0,3,4,-5,3,2019,6394,12.25,4,9,0.444,0.14285714285714285
20,Vasco da Gama,7,0,3,4,-8,3,2019,9360,38.05,5,13,0.385,0.14285714285714285
1,Palmeiras,8,7,1,0,14,22,2019,16914,134.55,16,2,8.0,0.9166666666666666
2,Santos FC,8,5,2,1,4,17,2019,14682,79.88,11,7,1.571,0.7083333333333334
3,Corinthians SP,8,4,3,1,5,15,2019,14208,65.7,9,4,2.25,0.625
4,Atlético Mineiro,8,5,0,3,3,15,2019,13352,50.4,13,10,1.3,0.625
5,Botafogo - RJ,8,5,0,3,1,15,2019,10619,30.95,8,7,1.143,0.625
6,Flamengo RJ,8,4,2,2,4,14,2019,13850,104.75,13,9,1.444,0.5833333333333334
7,Bahia - BA,8,4,2,2,2,14,2019,8862,38.55,10,8,1.25,0.5833333333333334
8,Internacional,8,4,1,3,3,13,2019,10902,57.7,10,7,1.429,0.5416666666666666
9,São Paulo FC,8,3,4,1,3,13,2019,10508,72.2,7,4,1.75,0.5416666666666666
10,Goiás,8,4,0,4,0,12,2019,6168,21.8,9,9,1.0,0.5
11,Athletico Paranaense,8,3,1,4,2,10,2019,11380,35.3,12,10,1.2,0.4166666666666667
12,Ceará - CE,8,3,1,4,2,10,2019,6274,19.68,10,8,1.25,0.4166666666666667
13,Grêmio Porto Alegre,8,2,2,4,-2,8,2019,14936,71.35,9,11,0.818,0.3333333333333333
14,Cruzeiro,8,2,2,4,-6,8,2019,15822,55.58,8,14,0.571,0.3333333333333333
15,Fluminense RJ,8,2,1,5,-3,7,2019,10034,35.45,12,15,0.8,0.2916666666666667
16,Fortaleza,8,2,1,5,-6,7,2019,4222,22.65,6,12,0.5,0.2916666666666667
17,Chapecoense,8,2,1,5,-4,7,2019,10706,28.75,9,13,0.692,0.2916666666666667
18,Vasco da Gama,8,1,3,4,-7,6,2019,9360,38.05,7,14,0.5,0.25
19,CSA - AL,8,1,3,4,-10,6,2019,2850,25.58,3,13,0.231,0.25
20,Avaí - SC,8,0,4,4,-5,4,2019,6394,12.25,4,9,0.444,0.16666666666666666
1,Palmeiras,9,8,1,0,16,25,2019,16914,134.55,18,2,9.0,0.9259259259259259
2,Santos FC,9,6,2,1,5,20,2019,14682,79.88,12,7,1.714,0.7407407407407407
3,Flamengo RJ,9,5,2,2,6,17,2019,13850,104.75,15,9,1.667,0.6296296296296297
4,Internacional,9,5,1,3,5,16,2019,10902,57.7,13,8,1.625,0.5925925925925926
5,Atlético Mineiro,9,5,1,3,3,16,2019,13352,50.4,14,11,1.273,0.5925925925925926
6,Corinthians SP,9,4,3,2,4,15,2019,14208,65.7,9,5,1.8,0.5555555555555556
7,Goiás,9,5,0,4,1,15,2019,6168,21.8,11,10,1.1,0.5555555555555556
8,Botafogo - RJ,9,5,0,4,0,15,2019,10619,30.95,8,8,1.0,0.5555555555555556
9,São Paulo FC,9,3,5,1,3,14,2019,10508,72.2,8,5,1.6,0.5185185185185185
10,Bahia - BA,9,4,2,3,0,14,2019,8862,38.55,11,11,1.0,0.5185185185185185
11,Grêmio Porto Alegre,9,3,2,4,-1,11,2019,14936,71.35,10,11,0.909,0.4074074074074074
12,Athletico Paranaense,9,3,1,5,1,10,2019,11380,35.3,13,12,1.083,0.37037037037037035
13,Ceará - CE,9,3,1,5,1,10,2019,6274,19.68,10,9,1.111,0.37037037037037035
14,Fortaleza,9,3,1,5,-5,10,2019,4222,22.65,8,13,0.615,0.37037037037037035
15,Vasco da Gama,9,2,3,4,-6,9,2019,9360,38.05,8,14,0.571,0.3333333333333333
16,Fluminense RJ,9,2,2,5,-3,8,2019,10034,35.45,13,16,0.812,0.2962962962962963
17,Cruzeiro,9,2,2,5,-7,8,2019,15822,55.58,9,16,0.562,0.2962962962962963
18,Chapecoense,9,2,2,5,-4,8,2019,10706,28.75,10,14,0.714,0.2962962962962963
19,CSA - AL,9,1,3,5,-12,6,2019,2850,25.58,3,15,0.2,0.2222222222222222
20,Avaí - SC,9,0,4,5,-7,4,2019,6394,12.25,4,11,0.364,0.14814814814814814
1,Palmeiras,10,8,2,0,16,26,2019,16914,134.55,19,3,6.333,0.8666666666666667
2,Santos FC,10,7,2,1,6,23,2019,14682,79.88,13,7,1.857,0.7666666666666667
3,Flamengo RJ,10,6,2,2,11,20,2019,13850,104.75,21,10,2.1,0.6666666666666666
4,Atlético Mineiro,10,6,1,3,4,19,2019,13352,50.4,16,12,1.333,0.6333333333333333
5,Corinthians SP,10,5,3,2,5,18,2019,14208,65.7,10,5,2.0,0.6
6,Internacional,10,5,1,4,4,16,2019,10902,57.7,13,9,1.444,0.5333333333333333
7,Botafogo - RJ,10,5,1,4,0,16,2019,10619,30.95,8,8,1.0,0.5333333333333333
8,São Paulo FC,10,3,6,1,3,15,2019,10508,72.2,9,6,1.5,0.5
9,Goiás,10,5,0,5,-4,15,2019,6168,21.8,12,16,0.75,0.5
10,Grêmio Porto Alegre,10,4,2,4,0,14,2019,14936,71.35,12,12,1.0,0.4666666666666667
11,Bahia - BA,10,4,2,4,-1,14,2019,8862,38.55,11,12,0.917,0.4666666666666667
12,Athletico Paranaense,10,4,1,5,2,13,2019,11380,35.3,14,12,1.167,0.43333333333333335
13,Fortaleza,10,4,1,5,-3,13,2019,4222,22.65,10,13,0.769,0.43333333333333335
14,Ceará - CE,10,3,2,5,1,11,2019,6274,19.68,11,10,1.1,0.36666666666666664
15,Fluminense RJ,10,2,3,5,-3,9,2019,10034,35.45,14,17,0.824,0.3
16,Cruzeiro,10,2,3,5,-7,9,2019,15822,55.58,9,16,0.562,0.3
17,Vasco da Gama,10,2,3,5,-7,9,2019,9360,38.05,9,16,0.562,0.3
18,Chapecoense,10,2,2,6,-5,8,2019,10706,28.75,11,16,0.688,0.26666666666666666
19,CSA - AL,10,1,3,6,-13,6,2019,2850,25.58,3,16,0.188,0.2
20,Avaí - SC,10,0,4,6,-9,4,2019,6394,12.25,4,13,0.308,0.13333333333333333
1,Santos FC,11,8,2,1,7,26,2019,14682,79.88,14,7,2.0,0.7878787878787878
2,Palmeiras,11,8,2,1,14,26,2019,16914,134.55,19,5,3.8,0.7878787878787878
3,Flamengo RJ,11,6,3,2,11,21,2019,13850,104.75,22,11,2.0,0.6363636363636364
4,Atlético Mineiro,11,6,2,3,4,20,2019,13352,50.4,18,14,1.286,0.6060606060606061
5,Corinthians SP,11,5,4,2,5,19,2019,14208,65.7,11,6,1.833,0.5757575757575758
6,São Paulo FC,11,4,6,1,7,18,2019,10508,72.2,13,6,2.167,0.5454545454545454
7,Internacional,11,5,2,4,4,17,2019,10902,57.7,14,10,1.4,0.5151515151515151
8,Athletico Paranaense,11,5,1,5,6,16,2019,11380,35.3,18,12,1.5,0.48484848484848486
9,Botafogo - RJ,11,5,1,5,-1,16,2019,10619,30.95,8,9,0.889,0.48484848484848486
10,Goiás,11,5,1,5,-4,16,2019,6168,21.8,12,16,0.75,0.48484848484848486
11,Grêmio Porto Alegre,11,4,3,4,0,15,2019,14936,71.35,13,13,1.0,0.45454545454545453
12,Bahia - BA,11,4,3,4,-1,15,2019,8862,38.55,11,12,0.917,0.45454545454545453
13,Ceará - CE,11,4,2,5,3,14,2019,6274,19.68,13,10,1.3,0.42424242424242425
14,Fortaleza,11,4,2,5,-3,14,2019,4222,22.65,12,15,0.8,0.42424242424242425
15,Vasco da Gama,11,3,3,5,-6,12,2019,9360,38.05,11,17,0.647,0.36363636363636365
16,Cruzeiro,11,2,4,5,-7,10,2019,15822,55.58,9,16,0.562,0.30303030303030304
17,Fluminense RJ,11,2,3,6,-4,9,2019,10034,35.45,15,19,0.789,0.2727272727272727
18,Chapecoense,11,2,2,7,-9,8,2019,10706,28.75,11,20,0.55,0.24242424242424243
19,CSA - AL,11,1,3,7,-17,6,2019,2850,25.58,3,20,0.15,0.18181818181818182
20,Avaí - SC,11,0,5,6,-9,5,2019,6394,12.25,4,13,0.308,0.15151515151515152
1,Santos FC,12,9,2,1,9,29,2019,14682,79.88,17,8,2.125,0.8055555555555556
2,Palmeiras,12,8,3,1,14,27,2019,16914,134.55,20,6,3.333,0.75
3,Flamengo RJ,12,7,3,2,12,24,2019,13850,104.75,25,13,1.923,0.6666666666666666
4,Corinthians SP,12,6,4,2,7,22,2019,14208,65.7,14,7,2.0,0.6111111111111112
5,São Paulo FC,12,5,6,1,8,21,2019,10508,72.2,15,7,2.143,0.5833333333333334
6,Atlético Mineiro,12,6,3,3,4,21,2019,13352,50.4,18,14,1.286,0.5833333333333334
7,Internacional,12,6,2,4,5,20,2019,10902,57.7,15,10,1.5,0.5555555555555556
8,Athletico Paranaense,12,6,1,5,8,19,2019,11380,35.3,20,12,1.667,0.5277777777777778
9,Goiás,12,5,2,5,-4,17,2019,6168,21.8,12,16,0.75,0.4722222222222222
10,Grêmio Porto Alegre,12,4,4,4,0,16,2019,14936,71.35,13,13,1.0,0.4444444444444444
11,Bahia - BA,12,4,4,4,-1,16,2019,8862,38.55,11,12,0.917,0.4444444444444444
12,Botafogo - RJ,12,5,1,6,-2,16,2019,10619,30.95,10,12,0.833,0.4444444444444444
13,Ceará - CE,12,4,2,6,2,14,2019,6274,19.68,13,11,1.182,0.3888888888888889
14,Fortaleza,12,4,2,6,-5,14,2019,4222,22.65,13,18,0.722,0.3888888888888889
15,Vasco da Gama,12,3,4,5,-6,13,2019,9360,38.05,12,18,0.667,0.3611111111111111
16,Cruzeiro,12,2,4,6,-9,10,2019,15822,55.58,9,18,0.5,0.2777777777777778
17,Fluminense RJ,12,2,3,7,-5,9,2019,10034,35.45,16,21,0.762,0.25
18,Chapecoense,12,2,3,7,-9,9,2019,10706,28.75,11,20,0.55,0.25
19,CSA - AL,12,1,4,7,-17,7,2019,2850,25.58,3,20,0.15,0.19444444444444445
20,Avaí - SC,12,0,5,7,-11,5,2019,6394,12.25,5,16,0.312,0.1388888888888889
1,Santos FC,13,10,2,1,14,32,2019,14682,79.88,23,9,2.556,0.8205128205128205
2,Palmeiras,13,8,4,1,14,28,2019,16914,134.55,21,7,3.0,0.717948717948718
3,Flamengo RJ,13,7,3,3,9,24,2019,13850,104.75,25,16,1.562,0.6153846153846154
4,São Paulo FC,13,6,6,1,9,24,2019,10508,72.2,16,7,2.286,0.6153846153846154
5,Atlético Mineiro,13,7,3,3,6,24,2019,13352,50.4,20,14,1.429,0.6153846153846154
6,Corinthians SP,13,6,5,2,7,23,2019,14208,65.7,15,8,1.875,0.5897435897435898
7,Internacional,13,6,2,5,4,20,2019,10902,57.7,16,12,1.333,0.5128205128205128
8,Athletico Paranaense,13,6,1,6,7,19,2019,11380,35.3,20,13,1.538,0.48717948717948717
9,Bahia - BA,13,5,4,4,2,19,2019,8862,38.55,14,12,1.167,0.48717948717948717
10,Botafogo - RJ,13,6,1,6,0,19,2019,10619,30.95,12,12,1.0,0.48717948717948717
11,Ceará - CE,13,5,2,6,3,17,2019,6274,19.68,15,12,1.25,0.4358974358974359
12,Grêmio Porto Alegre,13,4,5,4,0,17,2019,14936,71.35,16,16,1.0,0.4358974358974359
13,Goiás,13,5,2,6,-9,17,2019,6168,21.8,13,22,0.591,0.4358974358974359
14,Fortaleza,13,4,2,7,-6,14,2019,4222,22.65,14,20,0.7,0.358974358974359
15,Vasco da Gama,13,3,5,5,-6,14,2019,9360,38.05,12,18,0.667,0.358974358974359
16,Fluminense RJ,13,3,3,7,-4,12,2019,10034,35.45,18,22,0.818,0.3076923076923077
17,Cruzeiro,13,2,4,7,-11,10,2019,15822,55.58,9,20,0.45,0.2564102564102564
18,Chapecoense,13,2,4,7,-9,10,2019,10706,28.75,14,23,0.609,0.2564102564102564
19,CSA - AL,13,1,5,7,-17,8,2019,2850,25.58,3,20,0.15,0.20512820512820512
20,Avaí - SC,13,0,5,8,-13,5,2019,6394,12.25,5,18,0.278,0.1282051282051282
1,Santos FC,14,10,2,2,13,32,2019,14682,79.88,25,12,2.083,0.7619047619047619
2,Palmeiras,14,8,5,1,14,29,2019,16914,134.55,23,9,2.556,0.6904761904761905
3,Flamengo RJ,14,8,3,3,11,27,2019,13850,104.75,28,17,1.647,0.6428571428571429
4,São Paulo FC,14,7,6,1,10,27,2019,10508,72.2,19,9,2.111,0.6428571428571429
5,Atlético Mineiro,14,8,3,3,7,27,2019,13352,50.4,22,15,1.467,0.6428571428571429
6,Corinthians SP,14,6,6,2,7,24,2019,14208,65.7,15,8,1.875,0.5714285714285714
7,Botafogo - RJ,14,7,1,6,1,22,2019,10619,30.95,14,13,1.077,0.5238095238095238
8,Internacional,14,6,3,5,4,21,2019,10902,57.7,16,12,1.333,0.5
9,Ceará - CE,14,6,2,6,6,20,2019,6274,19.68,19,13,1.462,0.47619047619047616
10,Bahia - BA,14,5,5,4,2,20,2019,8862,38.55,16,14,1.143,0.47619047619047616
11,Athletico Paranaense,14,6,1,7,6,19,2019,11380,35.3,21,15,1.4,0.4523809523809524
12,Grêmio Porto Alegre,14,4,5,5,-2,17,2019,14936,71.35,17,19,0.895,0.40476190476190477
13,Fortaleza,14,5,2,7,-4,17,2019,4222,22.65,16,20,0.8,0.40476190476190477
14,Vasco da Gama,14,4,5,5,-5,17,2019,9360,38.05,13,18,0.722,0.40476190476190477
15,Goiás,14,5,2,7,-10,17,2019,6168,21.8,13,23,0.565,0.40476190476190477
16,Fluminense RJ,14,3,3,8,-5,12,2019,10034,35.45,19,24,0.792,0.2857142857142857
17,Cruzeiro,14,2,5,7,-11,11,2019,15822,55.58,11,22,0.5,0.2619047619047619
18,Chapecoense,14,2,4,8,-12,10,2019,10706,28.75,15,27,0.556,0.23809523809523808
19,CSA - AL,14,1,5,8,-19,8,2019,2850,25.58,3,22,0.136,0.19047619047619047
20,Avaí - SC,14,0,6,8,-13,6,2019,6394,12.25,7,20,0.35,0.14285714285714285
1,Santos FC,15,10,2,3,11,32,2019,14682,79.88,25,14,1.786,0.7111111111111111
2,Flamengo RJ,15,9,3,3,14,30,2019,13850,104.75,32,18,1.778,0.6666666666666666
3,São Paulo FC,15,8,6,1,11,30,2019,10508,72.2,20,9,2.222,0.6666666666666666
4,Palmeiras,15,8,6,1,14,30,2019,16914,134.55,24,10,2.4,0.6666666666666666
5,Corinthians SP,15,7,6,2,9,27,2019,14208,65.7,17,8,2.125,0.6
6,Atlético Mineiro,15,8,3,4,6,27,2019,13352,50.4,22,16,1.375,0.6
7,Internacional,15,7,3,5,5,24,2019,10902,57.7,17,12,1.417,0.5333333333333333
8,Athletico Paranaense,15,7,1,7,7,22,2019,11380,35.3,22,15,1.467,0.4888888888888889
9,Botafogo - RJ,15,7,1,7,-1,22,2019,10619,30.95,14,15,0.933,0.4888888888888889
10,Bahia - BA,15,5,6,4,2,21,2019,8862,38.55,17,15,1.133,0.4666666666666667
11,Ceará - CE,15,6,2,7,5,20,2019,6274,19.68,19,14,1.357,0.4444444444444444
12,Grêmio Porto Alegre,15,4,6,5,-2,18,2019,14936,71.35,18,20,0.9,0.4
13,Goiás,15,5,3,7,-10,18,2019,6168,21.8,14,24,0.583,0.4
14,Fortaleza,15,5,2,8,-5,17,2019,4222,22.65,16,21,0.762,0.37777777777777777
15,Vasco da Gama,15,4,5,6,-8,17,2019,9360,38.05,14,22,0.636,0.37777777777777777
16,Cruzeiro,15,3,5,7,-9,14,2019,15822,55.58,13,22,0.591,0.3111111111111111
17,Chapecoense,15,3,4,8,-11,13,2019,10706,28.75,16,27,0.593,0.28888888888888886
18,Fluminense RJ,15,3,3,9,-6,12,2019,10034,35.45,19,25,0.76,0.26666666666666666
19,CSA - AL,15,2,5,8,-18,11,2019,2850,25.58,4,22,0.182,0.24444444444444444
20,Avaí - SC,15,0,6,9,-14,6,2019,6394,12.25,7,21,0.333,0.13333333333333333
1,Flamengo RJ,16,10,3,3,17,33,2019,13850,104.75,35,18,1.944,0.6875
2,Santos FC,16,10,3,3,11,33,2019,14682,79.88,28,17,1.647,0.6875
3,Palmeiras,16,9,6,1,17,33,2019,16914,134.55,27,10,2.7,0.6875
4,São Paulo FC,16,8,6,2,9,30,2019,10508,72.2,20,11,1.818,0.625
5,Corinthians SP,16,7,7,2,9,28,2019,14208,65.7,18,9,2.0,0.5833333333333334
6,Atlético Mineiro,16,8,3,5,5,27,2019,13352,50.4,22,17,1.294,0.5625
7,Internacional,16,7,3,6,4,24,2019,10902,57.7,18,14,1.286,0.5
8,Bahia - BA,16,6,6,4,3,24,2019,8862,38.55,18,15,1.2,0.5
9,Botafogo - RJ,16,7,2,7,-1,23,2019,10619,30.95,14,15,0.933,0.4791666666666667
10,Athletico Paranaense,16,7,1,8,6,22,2019,11380,35.3,23,17,1.353,0.4583333333333333
11,Grêmio Porto Alegre,16,5,6,5,-1,21,2019,14936,71.35,20,21,0.952,0.4375
12,Goiás,16,6,3,7,-9,21,2019,6168,21.8,16,25,0.64,0.4375
13,Ceará - CE,16,6,2,8,2,20,2019,6274,19.68,19,17,1.118,0.4166666666666667
14,Vasco da Gama,16,5,5,6,-6,20,2019,9360,38.05,16,22,0.727,0.4166666666666667
15,Fortaleza,16,5,3,8,-5,18,2019,4222,22.65,19,24,0.792,0.375
16,Cruzeiro,16,3,6,7,-9,15,2019,15822,55.58,14,23,0.609,0.3125
17,Chapecoense,16,3,5,8,-11,14,2019,10706,28.75,16,27,0.593,0.2916666666666667
18,Fluminense RJ,16,3,3,10,-9,12,2019,10034,35.45,19,28,0.679,0.25
19,CSA - AL,16,2,6,8,-18,12,2019,2850,25.58,5,23,0.217,0.25
20,Avaí - SC,16,0,7,9,-14,7,2019,6394,12.25,8,22,0.364,0.14583333333333334
1,Flamengo RJ,17,11,3,3,20,36,2019,13850,104.75,38,18,2.111,0.7058823529411765
2,Santos FC,17,11,3,3,12,36,2019,14682,79.88,29,17,1.706,0.7058823529411765
3,Palmeiras,17,9,6,2,14,33,2019,16914,134.55,27,13,2.077,0.6470588235294118
4,Corinthians SP,17,8,7,2,10,31,2019,14208,65.7,19,9,2.111,0.6078431372549019
5,São Paulo FC,17,8,7,2,9,31,2019,10508,72.2,20,11,1.818,0.6078431372549019
6,Internacional,17,8,3,6,5,27,2019,10902,57.7,21,16,1.312,0.5294117647058824
7,Atlético Mineiro,17,8,3,6,4,27,2019,13352,50.4,22,18,1.222,0.5294117647058824
8,Bahia - BA,17,7,6,4,4,27,2019,8862,38.55,19,15,1.267,0.5294117647058824
9,Athletico Paranaense,17,8,1,8,7,25,2019,11380,35.3,24,17,1.412,0.49019607843137253
10,Botafogo - RJ,17,7,2,8,-2,23,2019,10619,30.95,16,18,0.889,0.45098039215686275
11,Grêmio Porto Alegre,17,5,7,5,-1,22,2019,14936,71.35,20,21,0.952,0.43137254901960786
12,Fortaleza,17,6,3,8,-3,21,2019,4222,22.65,21,24,0.875,0.4117647058823529
13,Goiás,17,6,3,8,-11,21,2019,6168,21.8,16,27,0.593,0.4117647058823529
14,Ceará - CE,17,6,2,9,1,20,2019,6274,19.68,19,18,1.056,0.39215686274509803
15,Vasco da Gama,17,5,5,7,-7,20,2019,9360,38.05,16,23,0.696,0.39215686274509803
16,Cruzeiro,17,4,6,7,-8,18,2019,15822,55.58,15,23,0.652,0.35294117647058826
17,Chapecoense,17,3,5,9,-12,14,2019,10706,28.75,16,28,0.571,0.27450980392156865
18,Fluminense RJ,17,3,3,11,-10,12,2019,10034,35.45,19,29,0.655,0.23529411764705882
19,CSA - AL,17,2,6,9,-19,12,2019,2850,25.58,5,24,0.208,0.23529411764705882
20,Avaí - SC,17,1,7,9,-13,10,2019,6394,12.25,9,22,0.409,0.19607843137254902
1,Flamengo RJ,18,12,3,3,23,39,2019,13850,104.75,41,18,2.278,0.7222222222222222
2,Santos FC,18,11,4,3,12,37,2019,14682,79.88,30,18,1.667,0.6851851851851852
3,Palmeiras,18,10,6,2,15,36,2019,16914,134.55,29,14,2.071,0.6666666666666666
4,Corinthians SP,18,8,8,2,10,32,2019,14208,65.7,21,11,1.909,0.5925925925925926
5,São Paulo FC,18,8,7,3,8,31,2019,10508,72.2,20,12,1.667,0.5740740740740741
6,Internacional,18,9,3,6,6,30,2019,10902,57.7,22,16,1.375,0.5555555555555556
7,Bahia - BA,18,8,6,4,6,30,2019,8862,38.55,21,15,1.4,0.5555555555555556
8,Atlético Mineiro,18,8,3,7,3,27,2019,13352,50.4,23,20,1.15,0.5
9,Athletico Paranaense,18,8,2,8,7,26,2019,11380,35.3,25,18,1.389,0.48148148148148145
10,Botafogo - RJ,18,8,2,8,-1,26,2019,10619,30.95,18,19,0.947,0.48148148148148145
11,Grêmio Porto Alegre,18,6,7,5,2,25,2019,14936,71.35,24,22,1.091,0.46296296296296297
12,Ceará - CE,18,6,3,9,1,21,2019,6274,19.68,21,20,1.05,0.3888888888888889
13,Fortaleza,18,6,3,9,-4,21,2019,4222,22.65,21,25,0.84,0.3888888888888889
14,Goiás,18,6,3,9,-12,21,2019,6168,21.8,17,29,0.586,0.3888888888888889
15,Vasco da Gama,18,5,5,8,-9,20,2019,9360,38.05,16,25,0.64,0.37037037037037035
16,Cruzeiro,18,4,6,8,-11,18,2019,15822,55.58,16,27,0.593,0.3333333333333333
17,Fluminense RJ,18,4,3,11,-9,15,2019,10034,35.45,20,29,0.69,0.2777777777777778
18,CSA - AL,18,3,6,9,-17,15,2019,2850,25.58,7,24,0.292,0.2777777777777778
19,Chapecoense,18,3,5,10,-14,14,2019,10706,28.75,16,30,0.533,0.25925925925925924
20,Avaí - SC,18,1,7,10,-16,10,2019,6394,12.25,9,25,0.36,0.18518518518518517
1,Flamengo RJ,19,13,3,3,24,42,2019,13850,104.75,42,18,2.333,0.7368421052631579
2,Palmeiras,19,11,6,2,16,39,2019,16914,134.55,30,14,2.143,0.6842105263157895
3,Santos FC,19,11,4,4,11,37,2019,14682,79.88,30,19,1.579,0.6491228070175439
4,Internacional,19,10,3,6,8,33,2019,10902,57.7,25,17,1.471,0.5789473684210527
5,Corinthians SP,19,8,8,3,9,32,2019,14208,65.7,21,12,1.75,0.5614035087719298
6,São Paulo FC,19,8,8,3,8,32,2019,10508,72.2,21,13,1.615,0.5614035087719298
7,Bahia - BA,19,8,7,4,6,31,2019,8862,38.55,22,16,1.375,0.543859649122807
8,Grêmio Porto Alegre,19,7,7,5,5,28,2019,14936,71.35,27,22,1.227,0.49122807017543857
9,Atlético Mineiro,19,8,3,8,1,27,2019,13352,50.4,24,23,1.043,0.47368421052631576
10,Botafogo - RJ,19,8,3,8,-1,27,2019,10619,30.95,18,19,0.947,0.47368421052631576
11,Athletico Paranaense,19,8,2,9,6,26,2019,11380,35.3,25,19,1.316,0.45614035087719296
12,Vasco da Gama,19,6,5,8,-8,23,2019,9360,38.05,18,26,0.692,0.40350877192982454
13,Ceará - CE,19,6,4,9,1,22,2019,6274,19.68,21,20,1.05,0.38596491228070173
14,Fortaleza,19,6,4,9,-4,22,2019,4222,22.65,22,26,0.846,0.38596491228070173
15,Goiás,19,6,3,10,-15,21,2019,6168,21.8,17,32,0.531,0.3684210526315789
16,Fluminense RJ,19,5,3,11,-8,18,2019,10034,35.45,21,29,0.724,0.3157894736842105
17,Cruzeiro,19,4,6,9,-12,18,2019,15822,55.58,16,28,0.571,0.3157894736842105
18,CSA - AL,19,3,7,9,-17,16,2019,2850,25.58,8,25,0.32,0.2807017543859649
19,Chapecoense,19,3,5,11,-15,14,2019,10706,28.75,17,32,0.531,0.24561403508771928
20,Avaí - SC,19,2,7,10,-15,13,2019,6394,12.25,10,25,0.4,0.22807017543859648
1,Flamengo RJ,20,14,3,3,25,45,2019,13850,104.75,44,19,2.316,0.75
2,Palmeiras,20,12,6,2,17,42,2019,16914,134.55,31,14,2.214,0.7
3,Santos FC,20,11,4,5,8,37,2019,14682,79.88,30,22,1.364,0.6166666666666667
4,Internacional,20,11,3,6,9,36,2019,10902,57.7,26,17,1.529,0.6
5,Corinthians SP,20,9,8,3,10,35,2019,14208,65.7,23,13,1.769,0.5833333333333334
6,São Paulo FC,20,9,8,3,9,35,2019,10508,72.2,23,14,1.643,0.5833333333333334
7,Grêmio Porto Alegre,20,8,7,5,8,31,2019,14936,71.35,30,22,1.364,0.5166666666666667
8,Bahia - BA,20,8,7,5,5,31,2019,8862,38.55,23,18,1.278,0.5166666666666667
9,Athletico Paranaense,20,8,3,9,6,27,2019,11380,35.3,26,20,1.3,0.45
10,Atlético Mineiro,20,8,3,9,0,27,2019,13352,50.4,24,24,1.0,0.45
11,Botafogo - RJ,20,8,3,9,-2,27,2019,10619,30.95,19,21,0.905,0.45
12,Vasco da Gama,20,6,6,8,-8,24,2019,9360,38.05,19,27,0.704,0.4
13,Goiás,20,7,3,10,-12,24,2019,6168,21.8,20,32,0.625,0.4
14,Ceará - CE,20,6,4,10,0,22,2019,6274,19.68,21,21,1.0,0.36666666666666664
15,Fortaleza,20,6,4,10,-5,22,2019,4222,22.65,22,27,0.815,0.36666666666666664
16,CSA - AL,20,4,7,9,-16,19,2019,2850,25.58,9,25,0.36,0.31666666666666665
17,Fluminense RJ,20,5,3,12,-11,18,2019,10034,35.45,21,32,0.656,0.3
18,Cruzeiro,20,4,6,10,-13,18,2019,15822,55.58,17,30,0.567,0.3
19,Avaí - SC,20,3,7,10,-14,16,2019,6394,12.25,11,25,0.44,0.26666666666666666
20,Chapecoense,20,3,5,12,-16,14,2019,10706,28.75,17,33,0.515,0.23333333333333334
1,Flamengo RJ,21,15,3,3,27,48,2019,13850,104.75,47,20,2.35,0.7619047619047619
2,Palmeiras,21,13,6,2,21,45,2019,16914,134.55,37,16,2.312,0.7142857142857143
3,Corinthians SP,21,10,8,3,11,38,2019,14208,65.7,24,13,1.846,0.6031746031746031
4,Santos FC,21,11,5,5,8,38,2019,14682,79.88,31,23,1.348,0.6031746031746031
5,Internacional,21,11,3,7,7,36,2019,10902,57.7,27,20,1.35,0.5714285714285714
6,São Paulo FC,21,9,8,4,8,35,2019,10508,72.2,23,15,1.533,0.5555555555555556
7,Grêmio Porto Alegre,21,9,7,5,13,34,2019,14936,71.35,36,23,1.565,0.5396825396825397
8,Bahia - BA,21,9,7,5,7,34,2019,8862,38.55,25,18,1.389,0.5396825396825397
9,Athletico Paranaense,21,9,3,9,9,30,2019,11380,35.3,30,21,1.429,0.47619047619047616
10,Atlético Mineiro,21,8,3,10,-1,27,2019,13352,50.4,25,26,0.962,0.42857142857142855
11,Botafogo - RJ,21,8,3,10,-4,27,2019,10619,30.95,19,23,0.826,0.42857142857142855
12,Vasco da Gama,21,7,6,8,-7,27,2019,9360,38.05,21,28,0.75,0.42857142857142855
13,Goiás,21,8,3,10,-11,27,2019,6168,21.8,21,32,0.656,0.42857142857142855
14,Ceará - CE,21,6,5,10,0,23,2019,6274,19.68,21,21,1.0,0.36507936507936506
