Posicao,Time,Rodada_atual,Vitorias,Empates,Derrotas,Saldo_gols,Pontuacao,Temporada,Ranking_cbf,Valor_time,Gols_marcados,Gols_sofridos,Taxa_gols,Aproveitamento
1,Corinthians SP,2,2,0,0,5,6,2018,14076,61.4,6,1,6.0,1.0
2,Athletico Paranaense,2,1,1,0,4,4,2018,11718,37.65,5,1,5.0,0.6666666666666666
3,Flamengo RJ,2,1,1,0,2,4,2018,12796,67.38,4,2,2.0,0.6666666666666666
4,Vasco da Gama,2,1,1,0,1,4,2018,9322,41.58,3,2,1.5,0.6666666666666666
5,Palmeiras,2,1,1,0,1,4,2018,15288,88.33,2,1,2.0,0.6666666666666666
6,Grêmio Porto Alegre,2,1,1,0,1,4,2018,15092,67.6,1,0,1.0,0.6666666666666666
7,São Paulo FC,2,1,1,0,1,4,2018,11098,70.88,1,0,1.0,0.6666666666666666
8,América - MG,2,1,0,1,1,3,2018,6255,27.35,3,2,1.5,0.5
9,Internacional,2,1,0,1,1,3,2018,11368,55.75,2,1,2.0,0.5
10,Santos FC,2,1,0,1,1,3,2018,14884,68.0,2,1,2.0,0.5
11,Atlético Mineiro,2,1,0,1,0,3,2018,14312,61.35,3,3,1.0,0.5
12,Fluminense RJ,2,1,0,1,0,3,2018,10926,30.8,2,2,1.0,0.5
13,Bahia - BA,2,1,0,1,-1,3,2018,6647,34.9,1,2,0.5,0.5
14,Botafogo - RJ,2,0,2,0,0,2,2018,11958,25.55,2,2,1.0,0.3333333333333333
15,Vitória - BA,2,0,1,1,-1,1,2018,7690,43.9,3,4,0.75,0.16666666666666666
16,Sport - PE,2,0,1,1,-3,1,2018,8770,30.95,1,4,0.25,0.16666666666666666
17,Chapecoense,2,0,1,1,-4,1,2018,9010,32.03,2,6,0.333,0.16666666666666666
18,Ceará - CE,2,0,1,1,-2,1,2018,5553,27.7,0,2,0.0,0.16666666666666666
19,Cruzeiro,2,0,0,2,-2,0,2018,15288,62.25,0,2,0.0,0.0
20,Paraná Clube,2,0,0,2,-5,0,2018,5244,18.48,0,5,0.0,0.0
1,Flamengo RJ,3,2,1,0,5,7,2018,12796,67.38,7,2,3.5,0.7777777777777778
2,Corinthians SP,3,2,0,1,4,6,2018,14076,61.4,6,2,3.0,0.6666666666666666
3,América - MG,3,2,0,1,2,6,2018,6255,27.35,5,3,1.667,0.6666666666666666
4,Atlético Mineiro,3,2,0,1,1,6,2018,14312,61.35,4,3,1.333,0.6666666666666666
5,Athletico Paranaense,3,1,2,0,4,5,2018,11718,37.65,5,1,5.0,0.5555555555555556
6,Botafogo - RJ,3,1,2,0,1,5,2018,11958,25.55,4,3,1.333,0.5555555555555556
7,Vasco da Gama,3,1,2,0,1,5,2018,9322,41.58,4,3,1.333,0.5555555555555556
8,Palmeiras,3,1,2,0,1,5,2018,15288,88.33,2,1,2.0,0.5555555555555556
9,São Paulo FC,3,1,2,0,1,5,2018,11098,70.88,2,1,2.0,0.5555555555555556
10,Santos FC,3,1,1,1,1,4,2018,14884,68.0,3,2,1.5,0.4444444444444444
11,Internacional,3,1,1,1,1,4,2018,11368,55.75,2,1,2.0,0.4444444444444444
12,Fluminense RJ,3,1,1,1,0,4,2018,10926,30.8,3,3,1.0,0.4444444444444444
13,Grêmio Porto Alegre,3,1,1,1,0,4,2018,15092,67.6,2,2,1.0,0.4444444444444444
14,Bahia - BA,3,1,1,1,-1,4,2018,6647,34.9,1,2,0.5,0.4444444444444444
15,Sport - PE,3,1,1,1,-2,4,2018,8770,30.95,3,5,0.6,0.4444444444444444
16,Chapecoense,3,0,2,1,-4,2,2018,9010,32.03,2,6,0.333,0.2222222222222222
17,Vitória - BA,3,0,1,2,-2,1,2018,7690,43.9,4,6,0.667,0.1111111111111111
18,Cruzeiro,3,0,1,2,-2,1,2018,15288,62.25,0,2,0.0,0.1111111111111111
19,Ceará - CE,3,0,1,2,-5,1,2018,5553,27.7,0,5,0.0,0.1111111111111111
20,Paraná Clube,3,0,0,3,-6,0,2018,5244,18.48,1,7,0.143,0.0
1,Flamengo RJ,4,3,1,0,7,10,2018,12796,67.38,9,2,4.5,0.8333333333333334
2,Vasco da Gama,4,2,2,0,4,8,2018,9322,41.58,8,4,2.0,0.6666666666666666
3,Palmeiras,4,2,2,0,3,8,2018,15288,88.33,5,2,2.5,0.6666666666666666
4,Corinthians SP,4,2,1,1,4,7,2018,14076,61.4,7,3,2.333,0.5833333333333334
5,Grêmio Porto Alegre,4,2,1,1,4,7,2018,15092,67.6,7,3,2.333,0.5833333333333334
6,Atlético Mineiro,4,2,1,1,1,7,2018,14312,61.35,6,5,1.2,0.5833333333333334
7,Fluminense RJ,4,2,1,1,1,7,2018,10926,30.8,5,4,1.25,0.5833333333333334
8,Sport - PE,4,2,1,1,0,7,2018,8770,30.95,5,5,1.0,0.5833333333333334
9,São Paulo FC,4,1,3,0,1,6,2018,11098,70.88,4,3,1.333,0.5
10,América - MG,4,2,0,2,-1,6,2018,6255,27.35,6,7,0.857,0.5
11,Athletico Paranaense,4,1,2,1,2,5,2018,11718,37.65,6,4,1.5,0.4166666666666667
12,Botafogo - RJ,4,1,2,1,0,5,2018,11958,25.55,4,4,1.0,0.4166666666666667
13,Internacional,4,1,1,2,-1,4,2018,11368,55.75,2,3,0.667,0.3333333333333333
14,Cruzeiro,4,1,1,2,-1,4,2018,15288,62.25,1,2,0.5,0.3333333333333333
15,Santos FC,4,1,1,2,-3,4,2018,14884,68.0,4,7,0.571,0.3333333333333333
16,Bahia - BA,4,1,1,2,-3,4,2018,6647,34.9,1,4,0.25,0.3333333333333333
17,Chapecoense,4,0,3,1,-4,3,2018,9010,32.03,3,7,0.429,0.25
18,Ceará - CE,4,0,2,2,-5,2,2018,5553,27.7,1,6,0.167,0.16666666666666666
19,Vitória - BA,4,0,1,3,-3,1,2018,7690,43.9,5,8,0.625,0.08333333333333333
20,Paraná Clube,4,0,1,3,-6,1,2018,5244,18.48,2,8,0.25,0.08333333333333333
1,Flamengo RJ,5,3,1,1,6,10,2018,12796,67.38,11,5,2.2,0.6666666666666666
2,Corinthians SP,5,3,1,1,5,10,2018,14076,61.4,8,3,2.667,0.6666666666666666
3,Atlético Mineiro,5,3,1,1,2,10,2018,14312,61.35,8,6,1.333,0.6666666666666666
4,Grêmio Porto Alegre,5,2,2,1,4,8,2018,15092,67.6,7,3,2.333,0.5333333333333333
5,Vasco da Gama,5,2,2,1,3,8,2018,9322,41.58,10,7,1.429,0.5333333333333333
6,Palmeiras,5,2,2,1,2,8,2018,15288,88.33,5,3,1.667,0.5333333333333333
7,Botafogo - RJ,5,2,2,1,1,8,2018,11958,25.55,6,5,1.2,0.5333333333333333
8,São Paulo FC,5,1,4,0,1,7,2018,11098,70.88,6,5,1.2,0.4666666666666667
9,Cruzeiro,5,2,1,2,1,7,2018,15288,62.25,3,2,1.5,0.4666666666666667
10,Fluminense RJ,5,2,1,2,0,7,2018,10926,30.8,6,6,1.0,0.4666666666666667
11,América - MG,5,2,1,2,-1,7,2018,6255,27.35,8,9,0.889,0.4666666666666667
12,Santos FC,5,2,1,2,-1,7,2018,14884,68.0,7,8,0.875,0.4666666666666667
13,Sport - PE,5,2,1,2,-2,7,2018,8770,30.95,5,7,0.714,0.4666666666666667
14,Chapecoense,5,1,3,1,-3,6,2018,9010,32.03,6,9,0.667,0.4
15,Athletico Paranaense,5,1,2,2,1,5,2018,11718,37.65,7,6,1.167,0.3333333333333333
16,Internacional,5,1,2,2,-1,5,2018,11368,55.75,2,3,0.667,0.3333333333333333
17,Bahia - BA,5,1,2,2,-3,5,2018,6647,34.9,3,6,0.5,0.3333333333333333
18,Vitória - BA,5,1,1,3,-2,4,2018,7690,43.9,8,10,0.8,0.26666666666666666
19,Ceará - CE,5,0,3,2,-5,3,2018,5553,27.7,3,8,0.375,0.2
20,Paraná Clube,5,0,1,4,-8,1,2018,5244,18.48,3,11,0.273,0.06666666666666667
1,Atlético Mineiro,6,4,1,1,3,13,2018,14312,61.35,9,6,1.5,0.7222222222222222
2,Flamengo RJ,6,3,2,1,6,11,2018,12796,67.38,12,6,2.0,0.6111111111111112
3,Corinthians SP,6,3,2,1,5,11,2018,14076,61.4,9,4,2.25,0.6111111111111112
4,Palmeiras,6,3,2,1,5,11,2018,15288,88.33,8,3,2.667,0.6111111111111112
5,Fluminense RJ,6,3,1,2,2,10,2018,10926,30.8,8,6,1.333,0.5555555555555556
6,São Paulo FC,6,2,4,0,2,10,2018,11098,70.88,7,5,1.4,0.5555555555555556
7,América - MG,6,3,1,2,0,10,2018,6255,27.35,9,9,1.0,0.5555555555555556
8,Grêmio Porto Alegre,6,2,3,1,4,9,2018,15092,67.6,7,3,2.333,0.5
9,Vasco da Gama,6,2,3,1,3,9,2018,9322,41.58,11,8,1.375,0.5
10,Internacional,6,2,2,2,2,8,2018,11368,55.75,5,3,1.667,0.4444444444444444
11,Botafogo - RJ,6,2,2,2,0,8,2018,11958,25.55,6,6,1.0,0.4444444444444444
12,Sport - PE,6,2,2,2,-2,8,2018,8770,30.95,6,8,0.75,0.4444444444444444
13,Cruzeiro,6,2,1,3,0,7,2018,15288,62.25,3,3,1.0,0.3888888888888889
14,Vitória - BA,6,2,1,3,-1,7,2018,7690,43.9,10,11,0.909,0.3888888888888889
15,Santos FC,6,2,1,3,-2,7,2018,14884,68.0,7,9,0.778,0.3888888888888889
16,Chapecoense,6,1,3,2,-6,6,2018,9010,32.03,6,12,0.5,0.3333333333333333
17,Athletico Paranaense,6,1,2,3,-1,5,2018,11718,37.65,7,8,0.875,0.2777777777777778
18,Bahia - BA,6,1,2,3,-6,5,2018,6647,34.9,3,9,0.333,0.2777777777777778
19,Ceará - CE,6,0,3,3,-6,3,2018,5553,27.7,4,10,0.4,0.16666666666666666
20,Paraná Clube,6,0,2,4,-8,2,2018,5244,18.48,3,11,0.273,0.1111111111111111
1,Flamengo RJ,7,4,2,1,7,14,2018,12796,67.38,13,6,2.167,0.6666666666666666
2,Fluminense RJ,7,4,1,2,4,13,2018,10926,30.8,11,7,1.571,0.6190476190476191
3,São Paulo FC,7,3,4,0,4,13,2018,11098,70.88,10,6,1.667,0.6190476190476191
4,Atlético Mineiro,7,4,1,2,2,13,2018,14312,61.35,9,7,1.286,0.6190476190476191
5,Grêmio Porto Alegre,7,3,3,1,5,12,2018,15092,67.6,8,3,2.667,0.5714285714285714
6,Corinthians SP,7,3,2,2,4,11,2018,14076,61.4,10,6,1.667,0.5238095238095238
7,Palmeiras,7,3,2,2,4,11,2018,15288,88.33,10,6,1.667,0.5238095238095238
8,Internacional,7,3,2,2,3,11,2018,11368,55.75,7,4,1.75,0.5238095238095238
9,Sport - PE,7,3,2,2,-1,11,2018,8770,30.95,9,10,0.9,0.5238095238095238
10,Cruzeiro,7,3,1,3,1,10,2018,15288,62.25,4,3,1.333,0.47619047619047616
11,América - MG,7,3,1,3,-2,10,2018,6255,27.35,10,12,0.833,0.47619047619047616
12,Vasco da Gama,7,2,3,2,0,9,2018,9322,41.58,11,11,1.0,0.42857142857142855
13,Botafogo - RJ,7,2,3,2,0,9,2018,11958,25.55,7,7,1.0,0.42857142857142855
14,Vitória - BA,7,2,2,3,-1,8,2018,7690,43.9,11,12,0.917,0.38095238095238093
15,Bahia - BA,7,2,2,3,-3,8,2018,6647,34.9,6,9,0.667,0.38095238095238093
16,Santos FC,7,2,1,4,-3,7,2018,14884,68.0,7,10,0.7,0.3333333333333333
17,Athletico Paranaense,7,1,3,3,-1,6,2018,11718,37.65,7,8,0.875,0.2857142857142857
18,Chapecoense,7,1,3,3,-8,6,2018,9010,32.03,7,15,0.467,0.2857142857142857
19,Paraná Clube,7,0,3,4,-8,3,2018,5244,18.48,3,11,0.273,0.14285714285714285
20,Ceará - CE,7,0,3,4,-7,3,2018,5553,27.7,4,11,0.364,0.14285714285714285
1,Flamengo RJ,8,5,2,1,9,17,2018,12796,67.38,15,6,2.5,0.7083333333333334
2,São Paulo FC,8,4,4,0,5,16,2018,11098,70.88,13,8,1.625,0.6666666666666666
3,Corinthians SP,8,4,2,2,5,14,2018,14076,61.4,11,6,1.833,0.5833333333333334
4,Fluminense RJ,8,4,2,2,4,14,2018,10926,30.8,11,7,1.571,0.5833333333333334
5,Internacional,8,4,2,2,4,14,2018,11368,55.75,10,6,1.667,0.5833333333333334
6,Sport - PE,8,4,2,2,0,14,2018,8770,30.95,12,12,1.0,0.5833333333333334
7,Grêmio Porto Alegre,8,3,4,1,5,13,2018,15092,67.6,8,3,2.667,0.5416666666666666
8,Cruzeiro,8,4,1,3,2,13,2018,15288,62.25,5,3,1.667,0.5416666666666666
9,Atlético Mineiro,8,4,1,3,1,13,2018,14312,61.35,11,10,1.1,0.5416666666666666
10,Vasco da Gama,8,3,3,2,1,12,2018,9322,41.58,12,11,1.091,0.5
11,Palmeiras,8,3,2,3,3,11,2018,15288,88.33,10,7,1.429,0.4583333333333333
12,América - MG,8,3,1,4,-3,10,2018,6255,27.35,10,13,0.769,0.4166666666666667
13,Athletico Paranaense,8,2,3,3,1,9,2018,11718,37.65,9,8,1.125,0.375
14,Botafogo - RJ,8,2,3,3,-1,9,2018,11958,25.55,9,10,0.9,0.375
15,Chapecoense,8,2,3,3,-6,9,2018,9010,32.03,9,15,0.6,0.375
16,Vitória - BA,8,2,2,4,-2,8,2018,7690,43.9,13,15,0.867,0.3333333333333333
17,Bahia - BA,8,2,2,4,-5,8,2018,6647,34.9,6,11,0.545,0.3333333333333333
18,Santos FC,8,2,1,5,-5,7,2018,14884,68.0,7,12,0.583,0.2916666666666667
19,Paraná Clube,8,0,3,5,-9,3,2018,5244,18.48,3,12,0.25,0.125
20,Ceará - CE,8,0,3,5,-9,3,2018,5553,27.7,4,13,0.308,0.125
1,Flamengo RJ,9,6,2,1,10,20,2018,12796,67.38,16,6,2.667,0.7407407407407407
2,Grêmio Porto Alegre,9,4,4,1,7,16,2018,15092,67.6,10,3,3.333,0.5925925925925926
3,São Paulo FC,9,4,4,1,3,16,2018,11098,70.88,14,11,1.273,0.5925925925925926
4,Cruzeiro,9,5,1,3,3,16,2018,15288,62.25,6,3,2.0,0.5925925925925926
5,Internacional,9,4,3,2,4,15,2018,11368,55.75,10,6,1.667,0.5555555555555556
6,Sport - PE,9,4,3,2,0,15,2018,8770,30.95,12,12,1.0,0.5555555555555556
7,Palmeiras,9,4,2,3,5,14,2018,15288,88.33,13,8,1.625,0.5185185185185185
8,Corinthians SP,9,4,2,3,4,14,2018,14076,61.4,11,7,1.571,0.5185185185185185
9,Fluminense RJ,9,4,2,3,3,14,2018,10926,30.8,12,9,1.333,0.5185185185185185
10,Atlético Mineiro,9,4,2,3,1,14,2018,14312,61.35,14,13,1.077,0.5185185185185185
11,América - MG,9,4,1,4,-1,13,2018,6255,27.35,13,14,0.929,0.48148148148148145
12,Vasco da Gama,9,3,3,3,0,12,2018,9322,41.58,13,13,1.0,0.4444444444444444
13,Botafogo - RJ,9,3,3,3,0,12,2018,11958,25.55,11,11,1.0,0.4444444444444444
14,Santos FC,9,3,1,5,-2,10,2018,14884,68.0,12,14,0.857,0.37037037037037035
15,Chapecoense,9,2,4,3,-6,10,2018,9010,32.03,12,18,0.667,0.37037037037037035
16,Athletico Paranaense,9,2,3,4,-1,9,2018,11718,37.65,10,11,0.909,0.3333333333333333
17,Vitória - BA,9,2,2,5,-5,8,2018,7690,43.9,15,20,0.75,0.2962962962962963
18,Bahia - BA,9,2,2,5,-7,8,2018,6647,34.9,6,13,0.462,0.2962962962962963
19,Paraná Clube,9,1,3,5,-8,6,2018,5244,18.48,5,13,0.385,0.2222222222222222
20,Ceará - CE,9,0,3,6,-10,3,2018,5553,27.7,4,14,0.286,0.1111111111111111
1,Flamengo RJ,10,7,2,1,12,23,2018,12796,67.38,18,6,3.0,0.7666666666666667
2,Sport - PE,10,5,3,2,1,18,2018,8770,30.95,13,12,1.083,0.6
3,Palmeiras,10,5,2,3,7,17,2018,15288,88.33,15,8,1.875,0.5666666666666667
4,Atlético Mineiro,10,5,2,3,3,17,2018,14312,61.35,17,14,1.214,0.5666666666666667
5,São Paulo FC,10,4,5,1,3,17,2018,11098,70.88,14,11,1.273,0.5666666666666667
6,Cruzeiro,10,5,2,3,3,17,2018,15288,62.25,7,4,1.75,0.5666666666666667
7,Grêmio Porto Alegre,10,4,4,2,5,16,2018,15092,67.6,10,5,2.0,0.5333333333333333
8,Internacional,10,4,4,2,4,16,2018,11368,55.75,10,6,1.667,0.5333333333333333
9,Corinthians SP,10,4,3,3,4,15,2018,14076,61.4,12,8,1.5,0.5
10,Fluminense RJ,10,4,2,4,1,14,2018,10926,30.8,12,11,1.091,0.4666666666666667
11,Vasco da Gama,10,3,4,3,0,13,2018,9322,41.58,14,14,1.0,0.43333333333333335
12,Botafogo - RJ,10,3,4,3,0,13,2018,11958,25.55,11,11,1.0,0.43333333333333335
13,América - MG,10,4,1,5,-3,13,2018,6255,27.35,14,17,0.824,0.43333333333333335
14,Santos FC,10,3,2,5,-2,11,2018,14884,68.0,13,15,0.867,0.36666666666666664
15,Vitória - BA,10,3,2,5,-4,11,2018,7690,43.9,16,20,0.8,0.36666666666666664
16,Chapecoense,10,2,4,4,-7,10,2018,9010,32.03,12,19,0.632,0.3333333333333333
17,Athletico Paranaense,10,2,3,5,-2,9,2018,11718,37.65,10,12,0.833,0.3
18,Paraná Clube,10,2,3,5,-7,9,2018,5244,18.48,6,13,0.462,0.3
19,Bahia - BA,10,2,2,6,-8,8,2018,6647,34.9,6,14,0.429,0.26666666666666666
20,Ceará - CE,10,0,4,6,-10,4,2018,5553,27.7,4,14,0.286,0.13333333333333333
1,Flamengo RJ,11,8,2,1,14,26,2018,12796,67.38,20,6,3.333,0.7878787878787878
2,Atlético Mineiro,11,6,2,3,6,20,2018,14312,61.35,22,16,1.375,0.6060606060606061
3,São Paulo FC,11,5,5,1,4,20,2018,11098,70.88,15,11,1.364,0.6060606060606061
4,Grêmio Porto Alegre,11,5,4,2,6,19,2018,15092,67.6,11,5,2.2,0.5757575757575758
5,Internacional,11,5,4,2,5,19,2018,11368,55.75,12,7,1.714,0.5757575757575758
6,Palmeiras,11,5,3,3,7,18,2018,15288,88.33,17,10,1.7,0.5454545454545454
7,Sport - PE,11,5,3,3,0,18,2018,8770,30.95,15,15,1.0,0.5454545454545454
8,Cruzeiro,11,5,2,4,1,17,2018,15288,62.25,7,6,1.167,0.5151515151515151
9,Corinthians SP,11,4,4,3,4,16,2018,14076,61.4,12,8,1.5,0.48484848484848486
10,Vasco da Gama,11,4,4,3,1,16,2018,9322,41.58,17,16,1.062,0.48484848484848486
11,Botafogo - RJ,11,3,5,3,0,14,2018,11958,25.55,14,14,1.0,0.42424242424242425
12,Fluminense RJ,11,4,2,5,-2,14,2018,10926,30.8,14,16,0.875,0.42424242424242425
13,América - MG,11,4,1,6,-4,13,2018,6255,27.35,14,18,0.778,0.3939393939393939
14,Chapecoense,11,3,4,4,-5,13,2018,9010,32.03,14,19,0.737,0.3939393939393939
15,Vitória - BA,11,3,3,5,-4,12,2018,7690,43.9,16,20,0.8,0.36363636363636365
16,Santos FC,11,3,2,6,-3,11,2018,14884,68.0,14,17,0.824,0.3333333333333333
17,Athletico Paranaense,11,2,3,6,-3,9,2018,11718,37.65,10,13,0.769,0.2727272727272727
18,Bahia - BA,11,2,3,6,-8,9,2018,6647,34.9,9,17,0.529,0.2727272727272727
19,Paraná Clube,11,2,3,6,-9,9,2018,5244,18.48,6,15,0.4,0.2727272727272727
20,Ceará - CE,11,0,5,6,-10,5,2018,5553,27.7,6,16,0.375,0.15151515151515152
1,Flamengo RJ,12,8,3,1,14,27,2018,12796,67.38,21,7,3.0,0.75
2,Atlético Mineiro,12,7,2,3,7,23,2018,14312,61.35,24,17,1.412,0.6388888888888888
3,São Paulo FC,12,6,5,1,7,23,2018,11098,70.88,18,11,1.636,0.6388888888888888
4,Internacional,12,6,4,2,7,22,2018,11368,55.75,15,8,1.875,0.6111111111111112
5,Grêmio Porto Alegre,12,5,5,2,6,20,2018,15092,67.6,11,5,2.2,0.5555555555555556
6,Palmeiras,12,5,4,3,7,19,2018,15288,88.33,18,11,1.636,0.5277777777777778
7,Sport - PE,12,5,4,3,0,19,2018,8770,30.95,15,15,1.0,0.5277777777777778
8,Cruzeiro,12,5,3,4,1,18,2018,15288,62.25,8,7,1.143,0.5
9,Botafogo - RJ,12,4,5,3,2,17,2018,11958,25.55,16,14,1.143,0.4722222222222222
10,Corinthians SP,12,4,4,4,3,16,2018,14076,61.4,12,9,1.333,0.4444444444444444
11,Vasco da Gama,12,4,4,4,-1,16,2018,9322,41.58,18,19,0.947,0.4444444444444444
12,Santos FC,12,4,2,6,-2,14,2018,14884,68.0,15,17,0.882,0.3888888888888889
13,Fluminense RJ,12,4,2,6,-3,14,2018,10926,30.8,14,17,0.824,0.3888888888888889
14,América - MG,12,4,2,6,-4,14,2018,6255,27.35,14,18,0.778,0.3888888888888889
15,Chapecoense,12,3,5,4,-5,14,2018,9010,32.03,14,19,0.737,0.3888888888888889
16,Vitória - BA,12,3,3,6,-7,12,2018,7690,43.9,16,23,0.696,0.3333333333333333
17,Bahia - BA,12,3,3,6,-7,12,2018,6647,34.9,10,17,0.588,0.3333333333333333
18,Paraná Clube,12,2,4,6,-9,10,2018,5244,18.48,7,16,0.438,0.2777777777777778
19,Athletico Paranaense,12,2,3,7,-5,9,2018,11718,37.65,10,15,0.667,0.25
20,Ceará - CE,12,0,5,7,-11,5,2018,5553,27.7,7,18,0.389,0.1388888888888889
1,Flamengo RJ,13,8,3,2,13,27,2018,12796,67.38,21,8,2.625,0.6923076923076923
2,São Paulo FC,13,7,5,1,8,26,2018,11098,70.88,19,11,1.727,0.6666666666666666
3,Grêmio Porto Alegre,13,6,5,2,8,23,2018,15092,67.6,13,5,2.6,0.5897435897435898
4,Internacional,13,6,5,2,7,23,2018,11368,55.75,17,10,1.7,0.5897435897435898
5,Atlético Mineiro,13,7,2,4,5,23,2018,14312,61.35,24,19,1.263,0.5897435897435898
6,Cruzeiro,13,6,3,4,3,21,2018,15288,62.25,11,8,1.375,0.5384615384615384
7,Palmeiras,13,5,5,3,7,20,2018,15288,88.33,19,12,1.583,0.5128205128205128
8,Corinthians SP,13,5,4,4,5,19,2018,14076,61.4,14,9,1.556,0.48717948717948717
9,Sport - PE,13,5,4,4,-1,19,2018,8770,30.95,15,16,0.938,0.48717948717948717
10,Botafogo - RJ,13,4,5,4,0,17,2018,11958,25.55,16,16,1.0,0.4358974358974359
11,Vasco da Gama,13,4,5,4,-1,17,2018,9322,41.58,19,20,0.95,0.4358974358974359
12,Santos FC,13,4,3,6,-2,15,2018,14884,68.0,16,18,0.889,0.38461538461538464
13,Fluminense RJ,13,4,3,6,-3,15,2018,10926,30.8,15,18,0.833,0.38461538461538464
14,Vitória - BA,13,4,3,6,-6,15,2018,7690,43.9,17,23,0.739,0.38461538461538464
15,Chapecoense,13,3,6,4,-5,15,2018,9010,32.03,15,20,0.75,0.38461538461538464
16,América - MG,13,4,2,7,-6,14,2018,6255,27.35,15,21,0.714,0.358974358974359
17,Bahia - BA,13,3,4,6,-7,13,2018,6647,34.9,11,18,0.611,0.3333333333333333
18,Athletico Paranaense,13,2,4,7,-5,10,2018,11718,37.65,12,17,0.706,0.2564102564102564
19,Paraná Clube,13,2,4,7,-10,10,2018,5244,18.48,7,17,0.412,0.2564102564102564
20,Ceará - CE,13,1,5,7,-10,8,2018,5553,27.7,8,18,0.444,0.20512820512820512
1,Flamengo RJ,14,9,3,2,15,30,2018,12796,67.38,23,8,2.875,0.7142857142857143
2,São Paulo FC,14,8,5,1,10,29,2018,11098,70.88,22,12,1.833,0.6904761904761905
3,Internacional,14,7,5,2,8,26,2018,11368,55.75,18,10,1.8,0.6190476190476191
4,Cruzeiro,14,7,3,4,4,24,2018,15288,62.25,13,9,1.444,0.5714285714285714
5,Palmeiras,14,6,5,3,8,23,2018,15288,88.33,22,14,1.571,0.5476190476190477
6,Grêmio Porto Alegre,14,6,5,3,7,23,2018,15092,67.6,13,6,2.167,0.5476190476190477
7,Atlético Mineiro,14,7,2,5,4,23,2018,14312,61.35,26,22,1.182,0.5476190476190477
8,Vasco da Gama,14,5,5,4,0,20,2018,9322,41.58,20,20,1.0,0.47619047619047616
9,Corinthians SP,14,5,4,5,3,19,2018,14076,61.4,15,12,1.25,0.4523809523809524
10,Sport - PE,14,5,4,5,-2,19,2018,8770,30.95,16,18,0.889,0.4523809523809524
11,Fluminense RJ,14,5,3,6,-2,18,2018,10926,30.8,17,19,0.895,0.42857142857142855
12,Botafogo - RJ,14,4,5,5,-2,17,2018,11958,25.55,16,18,0.889,0.40476190476190477
13,Santos FC,14,4,4,6,-2,16,2018,14884,68.0,16,18,0.889,0.38095238095238093
14,Bahia - BA,14,4,4,6,-4,16,2018,6647,34.9,15,19,0.789,0.38095238095238093
15,Chapecoense,14,3,7,4,-5,16,2018,9010,32.03,15,20,0.75,0.38095238095238093
16,Vitória - BA,14,4,3,7,-9,15,2018,7690,43.9,18,27,0.667,0.35714285714285715
17,América - MG,14,4,2,8,-7,14,2018,6255,27.35,15,22,0.682,0.3333333333333333
18,Paraná Clube,14,3,4,7,-9,13,2018,5244,18.48,8,17,0.471,0.30952380952380953
19,Athletico Paranaense,14,2,4,8,-6,10,2018,11718,37.65,13,19,0.684,0.23809523809523808
20,Ceará - CE,14,1,5,8,-11,8,2018,5553,27.7,8,19,0.421,0.19047619047619047
1,Flamengo RJ,15,9,4,2,15,31,2018,12796,67.38,24,9,2.667,0.6888888888888889
2,São Paulo FC,15,8,5,2,9,29,2018,11098,70.88,23,14,1.643,0.6444444444444445
3,Grêmio Porto Alegre,15,7,5,3,8,26,2018,15092,67.6,15,7,2.143,0.5777777777777777
4,Internacional,15,7,5,3,7,26,2018,11368,55.75,19,12,1.583,0.5777777777777777
5,Atlético Mineiro,15,8,2,5,6,26,2018,14312,61.35,28,22,1.273,0.5777777777777777
6,Cruzeiro,15,7,3,5,2,24,2018,15288,62.25,13,11,1.182,0.5333333333333333
7,Palmeiras,15,6,5,4,7,23,2018,15288,88.33,22,15,1.467,0.5111111111111111
8,Corinthians SP,15,6,4,5,5,22,2018,14076,61.4,17,12,1.417,0.4888888888888889
9,Fluminense RJ,15,6,3,6,-1,21,2018,10926,30.8,18,19,0.947,0.4666666666666667
10,Vasco da Gama,15,5,5,5,-1,20,2018,9322,41.58,20,21,0.952,0.4444444444444444
11,Botafogo - RJ,15,5,5,5,-1,20,2018,11958,25.55,17,18,0.944,0.4444444444444444
12,Bahia - BA,15,5,4,6,-2,19,2018,6647,34.9,17,19,0.895,0.4222222222222222
13,Sport - PE,15,5,4,6,-3,19,2018,8770,30.95,16,19,0.842,0.4222222222222222
14,Vitória - BA,15,5,3,7,-8,18,2018,7690,43.9,19,27,0.704,0.4
15,Santos FC,15,4,5,6,-2,17,2018,14884,68.0,17,19,0.895,0.37777777777777777
16,América - MG,15,5,2,8,-6,17,2018,6255,27.35,17,23,0.739,0.37777777777777777
17,Chapecoense,15,3,7,5,-6,16,2018,9010,32.03,15,21,0.714,0.35555555555555557
18,Athletico Paranaense,15,3,4,8,-5,13,2018,11718,37.65,14,19,0.737,0.28888888888888886
19,Paraná Clube,15,3,4,8,-11,13,2018,5244,18.48,8,19,0.421,0.28888888888888886
20,Ceará - CE,15,1,5,9,-13,8,2018,5553,27.7,8,21,0.381,0.17777777777777778
1,Flamengo RJ,16,10,4,2,18,34,2018,12796,67.38,28,10,2.8,0.7083333333333334
2,São Paulo FC,16,9,5,2,11,32,2018,11098,70.88,25,14,1.786,0.6666666666666666
3,Internacional,16,8,5,3,10,29,2018,11368,55.75,22,12,1.833,0.6041666666666666
